commentID,avgparseht,avgNPsent,avgVPsent,avgSUBsent,avgcosine,avgwordover,avgNNPRPover,avgPRPsent,avgDefSent
49395,10.6667,6.3333,2.0000,0.3333,0.1821,0.0682,0.1000,1.0000,0.0000
125599,11.8571,6.0000,5.1429,1.0000,0.1771,0.0639,0.0453,1.5714,0.5714
249792,6.0000,3.0000,0.0000,0.0000,�,�,�,1.0000,0.0000
377163,8.2000,3.2000,1.8000,0.2000,0.0403,0.0278,0.0000,1.0000,0.6000
153690,9.9286,5.2857,3.4286,0.6429,0.0973,0.0398,0.0000,0.5000,0.7143
52586,15.1250,8.0000,6.1250,1.6250,0.2542,0.1144,0.0534,1.1250,1.2500
489728,12.5000,8.5000,4.7500,1.0000,0.3287,0.1625,0.1037,2.5000,1.5000
439803,14.8571,12.2857,6.0000,1.7143,0.2653,0.1289,0.1102,1.0000,2.0000
132746,14.8333,8.3333,5.5000,1.0000,0.1791,0.1215,0.0800,1.0000,0.6667
444299,10.2500,5.1250,2.8750,0.6250,0.1399,0.0809,0.0595,0.5000,0.8750
421227,9.0000,5.0000,1.6667,0.3333,0.0000,0.0000,0.0000,0.6667,0.6667
33137,10.3333,7.3333,5.0000,0.3333,0.1690,0.0625,0.1000,1.6667,2.0000
520637,7.6667,2.3333,1.3333,0.0000,0.0000,0.0000,0.0000,0.3333,0.6667
371873,8.3333,2.6667,2.6667,1.0000,0.0000,0.0000,0.0000,1.6667,0.3333
265455,16.4286,10.2857,5.0000,1.5714,0.1732,0.0836,0.0541,0.8571,1.5714
352367,11.5000,4.2500,3.5000,0.2500,0.1091,0.0797,0.0278,1.0000,0.5000
369572,12.7143,5.7143,4.0000,0.5714,0.2652,0.1496,0.0556,1.0000,0.2857
48442,17.0000,9.0000,6.0000,1.0000,0.2001,0.0938,0.0000,1.0000,0.5000
443240,11.8750,7.1250,4.6250,1.1250,0.1149,0.0678,0.0260,0.6250,0.3750
315748,9.3333,7.0000,1.6667,0.3333,0.0000,0.0000,0.0000,0.6667,1.3333
81827,12.0000,5.3333,2.6667,0.3333,0.0000,0.0000,0.0000,0.6667,1.0000
145967,12.0000,5.3333,4.6667,1.3333,0.3025,0.1394,0.0000,0.6667,1.0000
534666,12.0000,5.2308,3.7692,0.6923,0.2676,0.1083,0.2050,2.3077,0.2308
145143,16.3333,14.0000,7.6667,1.6667,0.4013,0.1149,0.1190,1.3333,3.6667
44876,12.8000,10.2000,3.0000,0.4000,0.2661,0.1008,0.0250,0.6000,1.4000
201027,9.0000,4.0000,3.0000,0.0000,0.1685,0.2000,0.4000,0.0000,0.5000
516204,10.3333,3.3333,3.3333,0.3333,0.0418,0.0263,0.0833,1.0000,0.3333
396712,11.0000,9.7500,3.2500,0.2500,0.1260,0.0505,0.0000,1.5000,2.0000
35205,10.0000,4.0000,3.0000,0.6667,0.0624,0.0333,0.0000,0.3333,0.0000
259024,9.8333,3.1667,3.8333,0.6667,0.2762,0.1252,0.2000,0.5000,1.0000
223978,12.4000,9.4000,3.7000,0.7000,0.3852,0.1797,0.0471,0.8000,1.6000
419073,13.6000,9.6000,3.8000,0.8000,0.2195,0.1174,0.0417,1.2000,0.8000
409112,13.2857,8.8571,5.0000,1.8571,0.2020,0.1069,0.0641,0.8571,1.1429
42472,11.3333,2.0000,4.3333,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000
475317,13.0000,5.0000,3.5000,1.0000,0.1154,0.0667,0.2500,2.0000,0.0000
535894,11.0000,8.5000,3.5000,0.5000,0.2901,0.2000,0.1250,0.5000,1.0000
518547,11.9167,8.0000,3.5000,0.8333,0.1651,0.0979,0.0615,1.9167,0.7500
205996,10.3810,5.9524,2.3810,0.5714,0.2171,0.0904,0.0697,0.5238,1.1905
222855,15.3333,11.2222,5.3333,1.0000,0.3535,0.1433,0.0611,1.1111,2.4444
412849,13.6000,8.1000,4.6000,0.9000,0.2131,0.0979,0.0580,1.6000,1.2000
497441,11.2500,5.2500,3.2500,0.7500,0.2187,0.1138,0.0893,0.6250,1.0000
322070,11.3333,9.3333,5.0000,0.6667,0.2804,0.1093,0.0800,1.0000,1.3333
237668,7.5000,1.5000,1.0000,0.0000,0.4703,0.1667,0.0000,0.0000,0.0000
36095,9.0000,3.0000,1.6667,0.0000,0.1330,0.0625,0.0000,0.3333,0.6667
222462,17.2500,15.5000,9.7500,2.7500,0.3713,0.1212,0.0417,3.2500,3.0000
374126,11.1875,6.5625,3.1875,0.6875,0.1214,0.0663,0.0628,0.9375,0.5000
80454,13.0000,10.0000,2.0000,1.0000,0.1939,0.1000,0.0667,1.0000,1.5000
286464,8.6000,9.4000,2.6000,0.6000,0.1689,0.0345,0.0288,0.6000,1.4000
184827,10.3333,4.6667,3.0000,1.3333,0.1255,0.0714,0.0833,1.3333,0.0000
426856,11.0000,7.8571,2.5714,0.2857,0.0903,0.0507,0.0083,1.0000,0.2857
63498,15.0000,9.0000,4.5000,1.0000,0.4406,0.2381,0.1250,1.0000,1.5000
463810,10.6667,5.1667,5.1667,0.8333,0.4455,0.2624,0.2250,0.5000,0.6667
153588,12.2000,6.4000,4.0000,1.0000,0.0725,0.0312,0.0000,1.0000,0.6000
171990,21.0000,11.0000,5.0000,4.0000,�,�,�,2.0000,3.0000
162353,13.0000,8.0000,4.0000,2.0000,�,�,�,1.0000,1.0000
7962,11.0000,6.5000,4.0000,0.0000,0.0669,0.0400,0.0000,2.5000,1.0000
367261,8.6818,3.0909,2.5455,0.4091,0.1828,0.1130,0.1302,1.0909,0.2727
235832,13.0000,7.5000,5.3750,1.2500,0.1926,0.1014,0.0728,1.6250,0.8750
517061,9.0000,5.0000,2.0000,1.0000,0.1181,0.0833,0.2000,1.0000,0.0000
386360,12.3333,4.5000,5.1667,1.0000,0.1940,0.1084,0.0400,1.6667,0.6667
87479,8.8333,3.8333,1.8333,0.5000,0.1317,0.0778,0.0000,1.0000,0.3333
184786,8.7500,2.0000,2.2500,0.2500,0.0000,0.0000,0.0000,0.7500,0.5000
377576,10.7500,6.7500,3.2500,0.7500,0.0276,0.0466,0.0833,1.2500,1.0000
28654,12.0000,5.0000,3.0000,1.2500,0.0508,0.0317,0.0000,1.0000,1.0000
512840,17.0000,16.0000,4.0000,1.0000,�,�,�,0.0000,2.0000
376345,8.5000,4.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000
384200,12.0000,4.2500,4.0000,1.0000,0.0235,0.0185,0.0000,1.7500,0.2500
210705,11.2308,7.8462,2.7692,0.8462,0.2672,0.1396,0.1296,0.9231,0.6923
115524,18.0000,9.0000,8.0000,2.5000,0.1276,0.0682,0.0769,2.0000,0.0000
471798,10.9000,5.5000,3.6000,1.0000,0.0999,0.0757,0.0842,0.6000,1.1000
193502,16.1429,9.0000,6.0000,1.5714,0.2157,0.1280,0.0655,0.8571,1.2857
421745,15.5000,12.0000,5.0000,0.5000,0.0599,0.0556,0.0000,1.0000,1.0000
43683,14.3333,8.6667,3.6667,0.6667,0.1887,0.0849,0.1742,0.6667,1.3333
254304,12.1250,8.0000,3.6250,0.8750,0.1873,0.0885,0.0837,1.2500,0.7500
469086,12.0000,6.3333,5.3333,1.0000,0.0663,0.0333,0.0455,3.0000,0.0000
517116,11.0000,3.0000,3.0000,1.0000,�,�,�,3.0000,0.0000
5350,13.6667,8.5000,7.3333,1.1667,0.2138,0.0771,0.0558,2.0000,1.6667
100761,11.5000,6.5000,4.5000,1.2500,0.1437,0.0580,0.0787,1.5000,1.0000
29870,10.8571,5.4286,3.5714,0.5714,0.1808,0.0903,0.2136,0.4286,1.0000
130185,11.0000,2.5000,3.0000,0.0000,0.2103,0.1250,0.0000,0.5000,0.0000
58412,11.7500,7.0000,4.2500,1.2500,0.2428,0.1582,0.1389,1.7500,1.0000
165150,10.9286,6.0714,4.0714,0.7143,0.1189,0.0600,0.0524,0.7857,1.0000
524547,9.2000,5.8000,1.6000,0.4000,0.4603,0.2522,0.1354,0.2000,1.6000
85860,12.6000,5.8000,5.0000,0.8000,0.2550,0.1335,0.1071,1.4000,0.4000
235358,11.6667,7.0000,3.3333,1.0000,0.0797,0.0167,0.0000,0.3333,0.6667
480010,9.0000,6.6667,1.6667,0.0000,0.0000,0.0000,0.0000,0.6667,0.3333
112521,8.6667,7.0000,1.3333,0.6667,0.1163,0.0620,0.0000,1.3333,0.3333
479424,20.0000,11.0000,3.0000,2.0000,�,�,�,0.0000,1.0000
227446,8.5000,5.0000,1.5000,1.0000,0.1171,0.0556,0.0000,0.5000,0.0000
61290,14.3333,7.2222,5.6667,1.3333,0.2111,0.1170,0.2013,2.4444,1.1111
188236,12.7500,6.8750,3.5000,0.6250,0.1560,0.0692,0.0130,0.6250,1.0000
169946,12.5000,7.3750,4.7500,0.8750,0.2062,0.1145,0.0758,0.6250,1.0000
397128,12.5000,7.1667,2.6667,1.1667,0.2246,0.1209,0.0857,1.6667,0.8333
241174,9.6667,5.6667,1.6667,0.3333,0.4788,0.2500,0.1667,0.3333,2.0000
58805,12.6000,10.7000,4.0000,1.4000,0.2808,0.1416,0.1022,1.4000,0.9000
208320,15.0000,7.3333,5.6667,2.3333,0.2851,0.2250,0.1548,1.0000,0.6667
421039,11.6000,6.8000,4.7000,0.8000,0.1628,0.0982,0.0569,1.2000,0.9000
411669,13.3000,5.7000,4.7000,0.8000,0.1652,0.0992,0.0564,0.8000,1.0000
171729,10.5000,6.7500,2.7500,0.7500,0.1788,0.1034,0.0769,2.0000,0.7500
376487,14.1250,10.1250,6.5000,1.0000,0.3310,0.1295,0.1049,3.2500,1.0000
429003,14.0000,9.2500,4.5000,1.5000,0.2332,0.0924,0.0000,2.0000,1.5000
312421,12.6000,7.8000,3.7000,0.9000,0.1390,0.0739,0.0432,0.4000,1.0000
203871,11.7500,4.5000,3.7500,1.0000,0.0894,0.0833,0.1481,1.0000,0.2500
55499,11.7500,6.1250,3.3750,0.7500,0.2161,0.1126,0.0238,0.8750,1.2500
390521,13.0000,8.0000,4.0000,1.0000,0.1300,0.1000,0.0000,1.5000,0.5000
464674,11.2500,7.0000,4.5000,0.7500,0.2194,0.1592,0.1958,0.5000,1.5000
299291,12.0000,9.0769,4.6154,0.4615,0.1400,0.0695,0.0616,2.3077,1.3846
377014,8.7500,4.0000,2.2500,0.0000,0.0946,0.0333,0.0476,0.7500,1.0000
295070,11.2000,6.0000,4.6000,1.0000,0.1880,0.0615,0.0417,1.0000,1.0000
128250,8.6667,2.3333,2.3333,0.3333,0.1117,0.0769,0.1667,1.0000,0.6667
27337,10.8571,5.1429,3.0000,0.4286,0.2853,0.1463,0.0988,0.8571,1.1429
111148,10.9375,5.5000,3.2500,0.6875,0.1094,0.0571,0.0497,1.2500,0.2500
389058,9.2000,3.8000,2.0000,0.3000,0.2165,0.1342,0.1444,0.4000,1.1000
330163,11.6667,7.3333,3.5000,0.1667,0.3453,0.2115,0.0400,1.0000,1.3333
416494,15.0000,15.0000,5.0000,0.0000,�,�,�,1.0000,3.0000
413099,9.4000,3.6000,3.2000,0.4000,0.1802,0.0794,0.1250,0.4000,0.2000
389469,8.6316,5.2632,2.2632,0.2632,0.2959,0.1483,0.0990,0.4737,1.3158
343001,15.3333,8.0000,7.3333,1.0000,0.4139,0.1451,0.0714,1.0000,2.6667
365948,7.0000,2.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000
427271,12.0000,5.0000,5.0000,1.0000,0.3056,0.1818,0.2857,2.6667,1.0000
343867,13.5455,9.5455,5.3636,1.1818,0.2054,0.0783,0.0000,1.5455,1.2727
534965,12.3333,5.5000,5.0000,1.0000,0.1694,0.1091,0.0722,2.1667,0.5000
385138,12.2500,8.2500,4.0000,0.7500,0.2208,0.1122,0.0606,0.7500,0.5000
13306,13.0000,14.3333,4.3333,1.0000,0.4464,0.1514,0.0556,0.0000,3.0000
37258,15.0000,8.5000,4.7500,0.7500,0.2212,0.1456,0.0606,1.5000,0.5000
453163,9.3333,6.0000,3.0000,0.3333,0.4923,0.1190,0.0000,0.3333,3.0000
46614,11.1667,5.8333,3.0000,0.5000,0.1983,0.1164,0.1305,0.8333,0.8333
128949,13.0000,12.0000,4.0000,1.0000,�,�,�,1.0000,1.0000
528187,13.0000,8.3333,4.3333,1.6667,0.1852,0.0735,0.0357,2.0000,2.0000
452259,10.7500,5.0000,2.2500,0.7500,0.1459,0.1000,0.0000,0.7500,0.7500
223885,12.3333,8.3333,3.8333,0.5000,0.1760,0.1106,0.0908,0.8333,1.1667
22231,11.6364,5.9091,3.7273,0.3636,0.1392,0.0676,0.0111,1.3636,1.0000
129746,6.0000,1.5000,1.5000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000
506512,17.5000,12.5000,8.5000,3.5000,0.2361,0.0943,0.0000,0.5000,1.5000
225823,9.3333,5.1111,2.5556,0.3333,0.1123,0.0489,0.0417,1.4444,0.6667
330866,18.5000,15.0000,10.0000,4.0000,0.3355,0.2093,0.0000,2.0000,2.0000
454472,12.6667,11.3333,5.0000,1.0000,0.2935,0.1381,0.0556,1.3333,1.6667
398482,4.0000,0.0000,0.0000,0.0000,�,�,�,0.0000,0.0000
357353,9.1111,3.8889,2.3333,0.6667,0.1067,0.0859,0.1000,0.5556,0.6667
349398,8.5556,4.2222,1.8889,0.5556,0.1169,0.0845,0.0528,0.8889,0.3333
50707,8.0000,4.0000,2.0000,0.0000,�,�,�,0.0000,1.0000
179379,11.5000,5.3333,3.8333,0.3333,0.2226,0.1303,0.1000,0.6667,0.8333
235550,10.2500,6.1667,3.9167,0.6667,0.1735,0.0899,0.0664,1.1667,1.1667
423323,10.6250,7.3750,2.8750,0.7500,0.1685,0.0867,0.0464,1.1250,1.0000
82574,14.5000,6.5000,5.5000,2.5000,0.6420,0.2424,0.2222,1.0000,4.0000
496148,13.6667,5.6667,3.6667,1.0000,0.0852,0.0938,0.0625,0.6667,1.0000
184632,8.2500,5.0000,1.5000,0.2500,0.0944,0.0702,0.0833,1.2500,0.5000
513326,15.7500,8.7500,4.0000,1.0000,0.2325,0.1277,0.0606,1.5000,1.0000
348405,11.4444,4.4444,3.3333,0.7778,0.1099,0.0722,0.0304,1.1111,0.3333
415152,11.5000,4.0000,3.0000,1.0000,0.1124,0.0714,0.0000,1.0000,1.0000
5227,11.5714,5.7143,4.0000,1.0000,0.1635,0.0974,0.1083,1.2857,0.5714
192732,13.9167,7.0833,5.4167,1.3333,0.1621,0.1032,0.0867,1.3333,0.5833
29784,13.0000,10.0000,2.0000,1.0000,�,�,�,1.0000,2.0000
4486,10.6667,8.5000,4.1667,1.0000,0.2904,0.1400,0.0000,0.6667,0.8333
1724,9.0000,4.0000,3.5000,0.0000,0.0989,0.0833,0.0000,1.0000,1.0000
504210,13.4545,7.2727,5.2727,1.0000,0.2250,0.1080,0.0400,1.3636,1.0909
507161,7.5000,2.8333,0.6667,0.1667,0.0000,0.0000,0.0000,0.3333,0.0000
163219,10.6250,8.8750,4.1250,0.6250,0.1862,0.0970,0.0524,1.8750,1.3750
452727,10.0000,6.0000,4.0000,0.8571,0.1911,0.1110,0.0278,0.7143,1.1429
436791,12.6000,9.2000,5.1000,0.8000,0.2578,0.1077,0.0505,1.4000,1.5000
280810,15.0000,11.3000,5.2000,1.4000,0.2140,0.1186,0.1032,1.8000,1.5000
410304,8.5000,5.0000,3.0000,0.0000,0.0803,0.0435,0.0000,0.5000,1.5000
17724,7.0000,1.6667,1.0000,0.0000,0.2071,0.1714,0.0000,0.3333,0.3333
84571,13.8000,10.6000,3.4000,1.0000,0.1953,0.0995,0.0227,0.4000,1.0000
204056,12.5000,6.1667,4.1667,0.8333,0.2639,0.1323,0.1786,0.3333,1.6667
198848,16.4000,10.8000,7.6000,1.8000,0.2258,0.0913,0.0833,3.2000,0.8000
384324,11.4000,7.2000,3.4000,0.2000,0.0989,0.0433,0.0857,2.2000,1.0000
132421,12.8000,10.8000,6.2000,1.4000,0.2923,0.1269,0.0208,1.0000,1.2000
455862,13.6667,10.1111,7.2222,1.0000,0.2189,0.1204,0.0707,1.4444,1.4444
254282,8.7500,4.0000,2.5000,0.5000,0.2379,0.1458,0.1111,1.2500,0.5000
465069,11.0000,4.8000,5.4000,1.4000,0.3292,0.1454,0.1548,2.4000,1.2000
493373,9.0000,4.5000,2.0000,0.5000,0.0000,0.0000,0.0000,0.5000,0.5000
61612,15.3333,6.3333,5.3333,0.6667,0.3845,0.2267,0.1389,0.3333,0.6667
314163,11.0000,7.0000,3.5000,1.0000,0.0000,0.0000,0.0000,1.5000,1.0000
176088,13.8750,12.0000,3.6250,0.7500,0.1401,0.0577,0.0368,0.3750,0.3750
199366,11.1667,4.5000,4.5000,0.8333,0.1836,0.1052,0.0500,0.6667,0.8333
504640,13.5000,7.0000,7.2500,0.2500,0.3086,0.1255,0.0333,1.2500,1.7500
382696,11.8333,5.8333,3.6667,0.1667,0.1786,0.1003,0.0536,1.0000,1.3333
71476,15.2000,11.4000,5.8000,1.8000,0.1281,0.0400,0.0227,2.2000,1.2000
451629,13.5000,14.0000,5.5000,2.0000,0.1942,0.0612,0.0476,2.0000,1.0000
536558,7.0000,3.0000,1.0000,0.0000,�,�,�,1.0000,2.0000
521625,15.2500,8.0000,6.0000,1.0000,0.3315,0.1627,0.2167,2.7500,1.5000
463988,10.7500,6.0000,3.5000,1.0000,0.2415,0.1034,0.0417,1.5000,1.2500
368077,12.0000,11.0000,3.5000,0.0000,0.1201,0.0690,0.0000,1.5000,0.5000
199342,9.4286,3.7143,2.4286,0.4286,0.1176,0.0777,0.1833,0.7143,0.5714
187527,12.8571,7.1429,4.2857,1.0000,0.2317,0.1013,0.0556,0.7143,1.0000
255343,10.1818,5.5455,3.5455,0.8182,0.1819,0.0735,0.0596,2.0000,0.4545
126013,11.0000,3.6667,3.5000,0.6667,0.0868,0.0603,0.0222,1.1667,0.8333
26055,15.0000,11.0000,3.0000,1.0000,�,�,�,0.0000,3.0000
504582,18.0000,13.0000,8.5000,2.5000,0.3570,0.0962,0.0000,1.0000,2.0000
202067,13.0000,5.0000,4.0000,2.0000,�,�,�,3.0000,0.0000
195595,11.2500,5.5000,4.5000,1.0000,0.2008,0.1218,0.0000,0.0000,0.5000
434680,8.1200,4.3200,1.4000,0.3600,0.0685,0.0307,0.0069,0.1200,0.6000
508619,14.5000,6.7500,5.3750,1.2500,0.1960,0.0979,0.0442,1.8750,1.1250
391252,8.0000,4.0000,2.0000,1.0000,0.1281,0.0625,0.0000,1.0000,0.5000
370863,17.3750,7.6250,7.8750,1.7500,0.2468,0.1172,0.1353,1.8750,1.1250
324302,12.5000,7.0000,5.1667,1.1667,0.1474,0.1024,0.1000,0.8333,0.3333
454840,12.6667,3.3333,5.0000,1.3333,0.1379,0.0917,0.2500,2.0000,0.0000
212480,14.8571,11.5714,5.7143,1.1429,0.3068,0.1028,0.1204,1.8571,3.0000
288504,11.2667,5.2000,3.6000,1.2000,0.1129,0.0476,0.0459,1.4667,0.6667
371097,9.5000,6.5000,2.5000,1.0000,0.1064,0.0333,0.0000,1.0000,0.5000
2878,13.0000,6.0000,7.0000,0.6667,0.2675,0.1600,0.1250,2.3333,1.0000
91307,12.3333,7.3333,4.3333,0.6667,0.0919,0.0484,0.0000,1.3333,0.6667
470131,15.0000,12.2500,8.5000,1.5000,0.3575,0.1163,0.0000,1.5000,2.2500
23339,11.3750,5.6250,4.4375,1.0625,0.1420,0.0580,0.0265,1.1250,0.3750
478322,18.0000,10.0000,5.5000,1.7500,0.2457,0.1389,0.0859,1.5000,1.5000
501411,10.6667,5.0000,4.3333,1.0000,0.0810,0.0571,0.1964,1.3333,0.6667
140719,9.6667,4.4444,2.2222,0.4444,0.1413,0.0961,0.1438,0.7778,0.5556
412171,11.2222,6.5556,3.6667,0.6667,0.1338,0.0559,0.0810,1.3333,1.1111
496757,12.5000,8.1667,4.0000,1.0000,0.2630,0.1326,0.0600,0.3333,1.1667
484364,10.4167,5.3333,3.7500,0.1667,0.1862,0.0903,0.0411,1.0833,0.5833
70590,18.0000,6.0000,6.6667,2.0000,0.0996,0.0648,0.0000,3.0000,0.3333
492462,13.4000,8.0000,1.6000,1.0000,0.3368,0.1485,0.0556,0.8000,1.4000
35493,13.0000,7.2000,4.4000,1.0000,0.1129,0.0561,0.0227,1.2000,0.6000
291885,15.3333,12.6667,4.3333,0.6667,0.1830,0.1290,0.0909,0.6667,1.0000
206748,6.0000,1.0000,1.0000,0.0000,�,�,�,1.0000,0.0000
221931,12.0714,6.7857,3.5714,0.6429,0.1714,0.0849,0.0438,0.3571,1.3571
182575,12.6667,6.0000,3.3333,0.3333,0.0731,0.0227,0.0625,1.6667,0.3333
396131,12.8333,9.3333,2.6667,0.6667,0.2986,0.2062,0.1667,0.8333,1.3333
436956,9.0000,6.6667,0.6667,0.6667,0.0000,0.0000,0.0000,0.3333,0.3333
457718,13.2500,5.1250,3.7500,0.3750,0.2201,0.1525,0.0833,0.6250,0.8750
81186,7.0000,5.0000,1.5000,0.0000,0.0000,0.0000,0.0000,0.5000,1.5000
175709,15.0000,9.6667,6.0000,2.0000,0.4362,0.2743,0.3125,0.6667,2.3333
53812,12.0000,7.3333,3.6667,0.6667,0.0000,0.0000,0.0000,0.6667,1.3333
13916,11.0000,9.0000,4.0000,1.0000,�,�,�,4.0000,0.0000
441968,14.5000,6.2500,6.0000,1.2500,0.2810,0.1194,0.1548,2.2500,0.7500
518908,8.8333,3.6667,2.6667,0.5000,0.0638,0.0279,0.0400,1.1667,0.8333
474276,13.0000,12.0000,5.0000,0.0000,�,�,�,0.0000,2.0000
193472,8.0000,4.0000,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000
270146,13.5000,9.8333,6.0000,1.5000,0.2726,0.1611,0.1651,1.3333,1.3333
477014,13.2500,6.8750,5.5000,1.1250,0.1114,0.0429,0.0000,0.8750,0.6250
169516,11.8750,6.5625,3.6250,0.6250,0.2519,0.1121,0.0832,1.1875,1.3125
143171,15.4000,7.0000,7.0000,2.4000,0.1243,0.0678,0.0357,1.4000,1.0000
381757,12.7778,7.8889,4.4444,1.1111,0.2838,0.1035,0.0729,0.6667,2.3333
28560,14.0000,7.0000,4.5000,1.0000,0.1685,0.0909,0.0909,0.0000,0.5000
222549,12.0909,8.9091,4.1818,1.0000,0.2135,0.1125,0.0869,1.7273,0.5455
483905,15.6667,12.3333,6.3333,1.6667,0.1977,0.1184,0.1326,3.6667,1.0000
466308,10.5000,5.5000,2.5000,0.5000,0.0628,0.0476,0.0741,1.0000,0.5000
352064,8.5000,3.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
392967,9.7500,3.0000,3.0000,0.5000,0.1061,0.0720,0.0000,0.2500,0.2500
217743,10.4545,5.0909,2.9091,0.5455,0.2434,0.1167,0.0450,1.0909,1.0909
398985,7.0000,2.0000,2.0000,0.0000,�,�,�,0.0000,0.0000
271999,11.5000,7.8333,2.5000,0.0000,0.2575,0.1128,0.0760,0.5000,1.6667
169318,7.0000,1.0000,2.0000,0.0000,�,�,�,1.0000,0.0000
193141,9.0000,3.3333,2.0000,0.0000,0.1234,0.0917,0.0000,0.6667,1.0000
114169,11.1667,5.0000,4.0000,0.8333,0.2468,0.0933,0.1714,2.5000,0.3333
299477,10.0000,3.0000,2.0000,0.0000,�,�,�,1.0000,0.0000
120291,14.4286,6.4286,7.2857,2.0000,0.3423,0.1268,0.0417,1.0000,2.4286
115757,10.9000,6.3000,3.6000,0.4000,0.2652,0.1511,0.1259,1.1000,0.9000
501122,13.0000,5.0000,6.0000,1.0000,�,�,�,2.0000,0.0000
64452,8.5000,2.0000,2.5000,0.0000,0.2232,0.1111,0.3333,1.5000,0.0000
169243,6.0000,2.0000,1.0000,0.0000,�,�,�,1.0000,0.0000
363039,11.6667,8.6667,4.0000,0.8333,0.3608,0.1931,0.0672,0.1667,1.5000
160532,19.3333,10.6667,5.6667,2.3333,0.2387,0.1000,0.0417,1.3333,1.3333
471127,9.0000,1.0000,2.0000,1.0000,�,�,�,1.0000,0.0000
452361,10.7500,5.5000,2.7500,0.5000,0.2339,0.1308,0.0833,0.7500,1.2500
496861,9.5000,5.6667,2.1667,0.5000,0.1620,0.0952,0.0900,1.0000,1.3333
403785,14.0000,11.0000,4.6000,0.8000,0.1403,0.0722,0.0505,1.2000,1.0000
244012,13.0000,8.5000,5.0000,1.5000,0.1836,0.0948,0.0769,3.0000,0.5000
101731,22.6000,16.4000,11.4000,3.2000,0.3265,0.1604,0.0812,1.6000,2.0000
60814,15.6667,7.0000,6.3333,1.3333,0.1746,0.0652,0.0000,1.0000,1.6667
55146,9.6667,5.5000,2.7500,0.3333,0.1728,0.0920,0.0152,0.5000,0.4167
175732,12.0000,5.0000,4.0909,0.5455,0.1787,0.1069,0.0750,0.3636,1.0000
398222,9.5263,5.2632,2.3158,0.2632,0.0893,0.0537,0.0273,0.5263,1.0000
258299,12.0000,4.6000,3.4000,0.8000,0.2903,0.1691,0.1080,2.4000,0.2000
347453,6.2000,2.0000,1.4000,0.2000,0.0000,0.0000,0.0000,0.2000,0.2000
414212,9.2000,5.6000,3.0000,0.8000,0.2003,0.0756,0.0208,0.8000,1.4000
484208,10.0000,6.2500,3.0000,0.2500,0.0748,0.0818,0.1250,1.0000,0.5000
197697,13.6000,7.4000,5.2000,0.6000,0.3959,0.1357,0.0625,1.4000,1.8000
87491,11.0000,4.8750,3.7500,0.7500,0.1598,0.0748,0.0238,1.7500,0.3750
179212,11.0000,8.4000,3.6000,1.0000,0.1885,0.0722,0.0000,1.6000,1.0000
423385,10.3333,5.3333,2.3333,1.0000,0.0000,0.0000,0.0000,1.0000,1.3333
309501,10.7778,4.5556,3.3333,0.7778,0.1289,0.0685,0.1083,0.6667,0.5556
309874,18.0000,13.0000,5.0000,3.0000,�,�,�,4.0000,2.0000
273883,10.8947,5.2632,3.4737,1.1579,0.1660,0.0881,0.0622,1.5789,0.5789
121861,10.8571,6.1429,2.7143,0.7143,0.1280,0.0878,0.0611,1.2857,0.1429
390994,15.5000,10.7500,6.2500,1.5000,0.2338,0.1400,0.0733,1.7500,0.7500
70188,9.0000,2.8333,1.8333,0.5000,0.1129,0.0972,0.1467,0.5000,0.3333
340995,11.3750,5.6250,3.0000,0.8750,0.1190,0.0851,0.0774,1.2500,0.5000
214796,10.5000,7.3333,3.0000,0.3333,0.1327,0.0653,0.0452,1.0000,2.0000
200351,8.0000,5.0000,1.0000,0.0000,�,�,�,0.0000,0.0000
183928,11.4706,4.4118,3.5882,0.7059,0.1555,0.0941,0.0781,0.7647,0.8824
105610,14.0000,8.7143,7.2857,1.2857,0.1804,0.1069,0.0278,1.4286,0.8571
2184,11.6923,7.4615,3.9231,0.9231,0.1441,0.0756,0.0433,0.4615,1.0000
7376,16.8000,12.6000,10.0000,2.8000,0.3107,0.1577,0.0192,1.6000,1.0000
211058,10.6667,4.0000,4.3333,1.0000,0.2009,0.0833,0.0000,0.6667,1.3333
351864,13.8000,6.4000,5.0000,1.4000,0.1176,0.0731,0.1027,1.6000,0.6000
216592,13.8182,7.4545,5.2727,1.0909,0.2219,0.1111,0.1091,1.4545,0.9091
26108,10.0000,7.5000,3.5000,0.7500,0.0601,0.0370,0.0476,0.5000,1.2500
111385,19.0000,13.8000,8.4000,2.8000,0.2769,0.1477,0.0625,2.0000,0.6000
272015,11.0000,3.0000,3.0000,0.0000,�,�,�,1.0000,0.0000
48481,12.1429,6.8571,3.1429,0.4286,0.2579,0.1218,0.0602,1.5714,1.4286
154934,11.0000,4.5714,3.0000,0.7143,0.1253,0.0725,0.0750,0.8571,0.7143
383742,10.0000,3.2500,3.2500,0.2500,0.0825,0.0595,0.0833,1.0000,0.2500
80483,13.5000,6.2500,4.7500,1.2500,0.0161,0.0596,0.0667,2.0000,0.5000
